,"The date range of the seasonal run. Winter and Late-fall will have a range by month and year. Spring and Fall will be a full, singular year.",The simplified year of the seasonal run. The ending year of the Winter and Late-fall runs is the simplified year.,"Fall, Winter, Spring and Late-Fall runs.
The Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
","The river system can either be 1) Sacramento River, 2) San Joaquin River, or 3) Central Valley. The Central Valley River System is a combination of both the Sacramento and San Joaquin River Systems.","This field only applies to Fall-run counts in the Sacramento River System. There are three reaches: 1) Keswick Dam to Red Bluff Diversion Dam (RBDD), 2) RBDD to Princeton Ferry, and 3) Princeton Ferry to Sacramento. ","Angler Harvest, Carcass, Hatchery, In-River Count, Snorkel, or Transfer.  When available, the carcass survey estimate is used instead of the snorkel survey estimate.  Hatchery estimates account for fish returning to a hatchery. Transfer estimates account for fish that are captured and transferred to a specified hatchery. In-River Count estimates fish escapements within the specified river, although the data collection type is not provided. ","The location of where the estimate or count was taken. In the Sacramento River Main Stem, the escapement estimate may include numbers of fish for tributaries where estimates were not made.",The location of the associated hatchery where either the estimate was taken or fish were transferred. ,The origin of fish that were transferred to a hatchery.,"When available, the specific location along the river is provided. ",The estimated quantity of Chinook escapement. 
Chinook,2010,2010,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,370
Chinook,2010,2010,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cow Creek,,,,536
Chinook,2010,2010,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,540
Chinook,2010,2010,Fall,San Joaquin River,,In-River Count,Merced River,,,,651
Chinook,2010,2010,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,740
Chinook,2010,2010,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"1,086"
Chinook,2010,2010,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cottonwood Creek,,,,"1,137"
Chinook,2010,2010,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"1,920"
Chinook,2010,2010,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"2,548"
Chinook,2010,2010,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"5,275"
Chinook,2010,2010,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"7,192"
Chinook,2010,2010,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"9,095"
Chinook,2010,2010,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"13,824"
Chinook,2010,2010,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"14,375"
Chinook,2010,2010,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"19,973"
Chinook,Nov 2009 - Apr 2010,2010,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,27
Chinook,Nov 2009 - Apr 2010,2010,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"5,505"
Chinook,Nov 2009 - Apr 2010,2010,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"3,843"
Chinook,Nov 2009 - Apr 2010,2010,Late-Fall,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,Upstream of RBDD,81
Chinook,Nov 2009 - Apr 2010,2010,Late-Fall,Sacramento River,,In-River Count,Clear Creek,,,,91
Chinook,Nov 2009 - Apr 2010,2010,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,439
Chinook,2010,2010,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"1,661"
Chinook,2010,2010,Spring,Central Valley,,Carcass,Butte Creek,,,,"1,991"
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Battle Creek,,,,172
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,0
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,2
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,15
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Antelope Creek,,,,17
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Clear Creek,,,,21
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Deer Creek,,,,262
Chinook,2010,2010,Spring,Central Valley,,In-River Count,Mill Creek,,,,482
Chinook,Dec 2009 - Aug 2010,2010,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 2009 - Aug 2010,2010,Winter,Sacramento River,,In-River Count,Battle Creek,,,,0
Chinook,Dec 2009 - Aug 2010,2010,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"1,533"
Chinook,Dec 2009 - Aug 2010,2010,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,,0
Chinook,Dec 2009 - Aug 2010,2010,Winter,San Joaquin River,,In-River Count,Calaveras River,,,,0
Chinook,Dec 2009 - Aug 2010,2010,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,63
Chinook,2011,2011,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"47,289"
Chinook,2011,2011,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"25,626"
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Upstream of CNFH,0
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"42,092"
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"12,513"
Chinook,2011,2011,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,53
Chinook,2011,2011,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,371
Chinook,2011,2011,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,416
Chinook,2011,2011,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,662
Chinook,2011,2011,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,893
Chinook,2011,2011,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"1,231"
Chinook,2011,2011,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"1,309"
Chinook,2011,2011,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"1,334"
Chinook,2011,2011,Fall,San Joaquin River,,In-River Count,Merced River,,,,"1,571"
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cow Creek,,,,"1,810"
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cottonwood Creek,,,,"2,144"
Chinook,2011,2011,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"2,674"
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"4,841"
Chinook,2011,2011,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"8,928"
Chinook,2011,2011,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"10,623"
Chinook,2011,2011,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"12,680"
Chinook,2011,2011,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"15,922"
Chinook,2011,2011,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"32,616"
Chinook,Nov 2010 - Apr 2011,2011,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,28
Chinook,Nov 2010 - Apr 2011,2011,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"4,637"
Chinook,Nov 2010 - Apr 2011,2011,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"3,686"
Chinook,Nov 2010 - Apr 2011,2011,Late-Fall,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,Upstream of RBDD,39
Chinook,Nov 2010 - Apr 2011,2011,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Nov 2010 - Apr 2011,2011,Late-Fall,Sacramento River,,In-River Count,Clear Creek,,,,58
Chinook,2011,2011,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"1,969"
Chinook,2011,2011,Spring,Central Valley,,Carcass,Butte Creek,,,,"4,871"
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Battle Creek,,,,157
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,0
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,2
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Antelope Creek,,,,6
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Clear Creek,,,,8
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,124
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Deer Creek,,,,271
Chinook,2011,2011,Spring,Central Valley,,In-River Count,Mill Creek,,,,366
Chinook,Dec 2010 - Aug 2011,2011,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 2010 - Aug 2011,2011,Winter,Sacramento River,,In-River Count,Battle Creek,,,,1
Chinook,Dec 2010 - Aug 2011,2011,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,738
Chinook,Dec 2010 - Aug 2011,2011,Winter,San Joaquin River,,In-River Count,Calaveras River,,,,0
Chinook,Dec 2010 - Aug 2011,2011,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,,2
Chinook,Dec 2010 - Aug 2011,2011,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,86
Chinook,2012,2012,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"63,649"
Chinook,2012,2012,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"38,328"
Chinook,2012,2012,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"84,289"
Chinook,2012,2012,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"31,554"
Chinook,2012,2012,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,783
Chinook,2012,2012,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,813
Chinook,2012,2012,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,873
Chinook,2012,2012,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,890
Chinook,2012,2012,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,"1,000"
Chinook,2012,2012,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,"1,071"
Chinook,2012,2012,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cow Creek,,,,"1,488"
Chinook,2012,2012,Fall,San Joaquin River,,In-River Count,Merced River,,,,"2,011"
Chinook,2012,2012,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cottonwood Creek,,,,"2,556"
Chinook,2012,2012,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"4,006"
Chinook,2012,2012,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"5,471"
Chinook,2012,2012,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"6,266"
Chinook,2012,2012,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"6,620"
Chinook,2012,2012,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"7,631"
Chinook,2012,2012,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"7,668"
Chinook,2012,2012,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"9,257"
Chinook,2012,2012,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"22,435"
Chinook,2012,2012,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"42,160"
Chinook,Nov 2011 - Apr 2012,2012,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,19
Chinook,Nov 2011 - Apr 2012,2012,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"3,048"
Chinook,Nov 2011 - Apr 2012,2012,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"2,811"
Chinook,Nov 2011 - Apr 2012,2012,Late-Fall,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,Upstream of RBDD,47
Chinook,Nov 2011 - Apr 2012,2012,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,11
Chinook,Nov 2011 - Apr 2012,2012,Late-Fall,Sacramento River,,In-River Count,Clear Creek,,,,50
Chinook,2012,2012,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"3,738"
Chinook,2012,2012,Spring,Central Valley,,Carcass,Butte Creek,,,,"16,317"
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Battle Creek,,,,799
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,0
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,0
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,1
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Antelope Creek,,,,1
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Clear Creek,,,,68
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Deer Creek,,,,734
Chinook,2012,2012,Spring,Central Valley,,In-River Count,Mill Creek,,,,768
Chinook,Dec 2011 - Aug 2012,2012,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 2011 - Aug 2012,2012,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"2,578"
Chinook,Dec 2011 - Aug 2012,2012,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,,0
Chinook,Dec 2011 - Aug 2012,2012,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,93
Chinook,2013,2013,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"151,209"
Chinook,2013,2013,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"58,228"
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"70,021"
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"30,834"
Chinook,2013,2013,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,0
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Paynes Creek,,,,175
Chinook,2013,2013,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"1,026"
Chinook,2013,2013,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,"1,098"
Chinook,2013,2013,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"1,926"
Chinook,2013,2013,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"2,197"
Chinook,2013,2013,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,"2,200"
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cottonwood Creek,,,,"2,774"
Chinook,2013,2013,Fall,San Joaquin River,,In-River Count,Merced River,,,,"2,826"
Chinook,2013,2013,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"2,845"
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cow Creek,,,,"3,011"
Chinook,2013,2013,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"5,181"
Chinook,2013,2013,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"7,071"
Chinook,2013,2013,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"7,569"
Chinook,2013,2013,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"9,076"
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"13,337"
Chinook,2013,2013,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"14,880"
Chinook,2013,2013,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"27,622"
Chinook,2013,2013,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"32,515"
Chinook,Nov 2012 - Apr 2013,2013,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,42
Chinook,Nov 2012 - Apr 2013,2013,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"3,615"
Chinook,Nov 2012 - Apr 2013,2013,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"4,918"
Chinook,Nov 2012 - Apr 2013,2013,Late-Fall,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,Upstream of RBDD,43
Chinook,Nov 2012 - Apr 2013,2013,Late-Fall,Sacramento River,,In-River Count,Clear Creek,,,,77
Chinook,Nov 2012 - Apr 2013,2013,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,309
Chinook,2013,2013,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"4,294"
Chinook,2013,2013,Spring,Central Valley,,Carcass,Butte Creek,,,,"16,782"
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Battle Creek,,,,608
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,0
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Antelope Creek,,,,0
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,0
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,1
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Mill Creek,,,,644
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Clear Creek,,,,659
Chinook,2013,2013,Spring,Central Valley,,In-River Count,Deer Creek,,,,708
Chinook,Dec 2012 - Aug 2013,2013,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 2012 - Aug 2013,2013,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"5,920"
Chinook,Dec 2012 - Aug 2013,2013,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,,0
Chinook,Dec 2012 - Aug 2013,2013,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,164
Chinook,2014,2014,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"61,200"
Chinook,2014,2014,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"26,475"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"19,277"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"27,064"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Paynes Creek,,,,72
Chinook,2014,2014,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,143
Chinook,2014,2014,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,373
Chinook,2014,2014,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,438
Chinook,2014,2014,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,811
Chinook,2014,2014,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,849
Chinook,2014,2014,Fall,San Joaquin River,,In-River Count,Merced River,,,,922
Chinook,2014,2014,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,"1,412"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cottonwood Creek,,,,"1,940"
Chinook,2014,2014,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"2,488"
Chinook,2014,2014,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"3,060"
Chinook,2014,2014,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"3,297"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Cow Creek,,,,"3,535"
Chinook,2014,2014,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"4,910"
Chinook,2014,2014,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"8,343"
Chinook,2014,2014,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"8,816"
Chinook,2014,2014,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"11,615"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"15,794"
Chinook,2014,2014,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"23,420"
Chinook,2014,2014,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"29,966"
Chinook,Nov 2013 - Apr 2014,2014,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,120
Chinook,Nov 2013 - Apr 2014,2014,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"4,869"
Chinook,Nov 2013 - Apr 2014,2014,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"7,227"
Chinook,Nov 2013 - Apr 2014,2014,Late-Fall,Sacramento River,,Transfer,Sacramento River Main Stem,Coleman National Fish Hatchery,Keswick Dam or RBDD,Upstream of RBDD,39
Chinook,Nov 2013 - Apr 2014,2014,Late-Fall,Sacramento River,,In-River Count,Clear Creek,,,,72
Chinook,Nov 2013 - Apr 2014,2014,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,723
